Campaign_ID,Send_Date,Emails_Sent,Emails_Delivered,Unique_Opens,Open_Rate,Total_Clicks,Unique_Clicks,Click_Rate,CTR,Bounces,Bounce_Rate,Unsubscribes,Unsubscribe_Rate,Spam_Complaints,Spam_Rate,Conversions,Conversion_Rate,Revenue,Revenue_Per_Recipient,Audience_ID,Platform
CAM0161,23-02-2024,44665,41979,3916,9.33,1673,1186,2.83,3.99,2686,6.0137,162,0.3859,123,0.293,1532,3.6494,7647.95,0.182185,AUD0043,Salesforce
CAM0272,23-05-2024,65104,59498,34848,58.57,999,345,0.58,1.68,5606,8.6108,882,1.4824,565,0.9496,1410,2.3698,12092.57,0.203243,AUD0248,Salesforce
CAM0207,06-12-2024,35788,32382,17393,53.71,4591,2918,9.01,14.18,3406,9.5172,894,2.7608,252,0.7782,103,0.3181,340.48,0.010514,AUD0085,Sendgrid
CAM0125,21-12-2024,6824,5896,3010,51.05,667,280,4.75,11.31,928,13.5991,25,0.424,38,0.6445,24,0.4071,235.79,0.039992,AUD0105,Sendgrid
CAM0174,12-02-2024,19824,16997,8336,49.04,1528,603,3.55,8.99,2827,14.2605,482,2.8358,213,1.2532,95,0.5589,1169.94,0.068832,AUD0005,HubSpot
CAM0164,01-02-2024,44446,41514,8045,19.38,9763,3390,8.17,23.52,2932,6.5968,785,1.8909,78,0.1879,774,1.8644,7183.32,0.173034,AUD0228,Salesforce
CAM0105,31-12-2024,10914,10640,4989,46.89,147,87,0.82,1.38,274,2.5105,177,1.6635,105,0.9868,365,3.4305,6211.78,0.583814,AUD0116,Klaviyo
CAM0296,30-01-2024,21063,19577,8709,44.49,348,118,0.6,1.78,1486,7.055,66,0.3371,178,0.9092,776,3.9638,15024.05,0.767434,AUD0209,Sendgrid
CAM0011,17-11-2024,2197,1968,976,49.59,280,184,9.35,14.23,229,10.4233,19,0.9654,9,0.4573,72,3.6585,1438.45,0.73092,AUD0048,Salesforce
CAM0228,07-07-2024,9324,8835,4494,50.87,665,419,4.74,7.53,489,5.2445,52,0.5886,128,1.4488,36,0.4075,668.44,0.075658,AUD0236,HubSpot
CAM0187,21-09-2024,42170,36170,4490,12.41,5656,3251,8.99,15.64,6000,14.2281,754,2.0846,179,0.4949,187,0.517,3692.38,0.102084,AUD0116,Sendgrid
CAM0136,17-05-2024,1760,1586,270,17.02,44,25,1.58,2.77,174,9.8864,24,1.5132,7,0.4414,10,0.6305,137.51,0.086702,AUD0145,Salesforce
CAM0186,08-04-2024,5144,5035,465,9.24,199,132,2.62,3.95,109,2.119,95,1.8868,23,0.4568,15,0.2979,223.29,0.044348,AUD0066,Klaviyo
CAM0297,23-06-2024,71127,56276,22940,40.76,438,383,0.68,0.78,14851,20.8796,451,0.8014,664,1.1799,410,0.7286,3078.01,0.054695,AUD0249,Klaviyo
CAM0263,02-08-2024,34522,28837,16946,58.76,502,181,0.63,1.74,5685,16.4678,46,0.1595,128,0.4439,140,0.4855,2388.47,0.082827,AUD0134,Klaviyo
CAM0070,20-01-2024,33519,30636,8584,28.02,3911,2458,8.02,12.77,2883,8.6011,889,2.9018,372,1.2143,140,0.457,1056.3,0.034479,AUD0170,Sendgrid
CAM0194,29-08-2024,810,680,370,54.41,51,40,5.88,7.5,130,16.0494,5,0.7353,4,0.5882,18,2.6471,157.14,0.231088,AUD0046,Salesforce
CAM0013,05-08-2024,5949,5876,2090,35.57,921,418,7.11,15.67,73,1.2271,130,2.2124,8,0.1361,186,3.1654,711.91,0.121156,AUD0055,Sendgrid
CAM0229,04-03-2024,937,890,248,27.87,43,19,2.13,4.83,47,5.016,2,0.2247,9,1.0112,24,2.6966,166.39,0.186955,AUD0163,Klaviyo
CAM0265,06-08-2024,868,734,100,13.62,129,69,9.4,17.57,134,15.4378,18,2.4523,9,1.2262,4,0.545,22.02,0.03,AUD0027,HubSpot
CAM0158,03-04-2024,83331,72752,16205,22.27,13631,6925,9.52,18.74,10579,12.6952,1680,2.3092,789,1.0845,2070,2.8453,8651.51,0.118918,AUD0067,Salesforce
CAM0034,07-10-2024,6810,6531,867,13.28,166,57,0.87,2.54,279,4.0969,47,0.7196,80,1.2249,40,0.6125,114.88,0.01759,AUD0002,Mailchimp
CAM0286,05-03-2024,60605,52509,5781,11.01,6055,2069,3.94,11.53,8096,13.3586,180,0.3428,404,0.7694,375,0.7142,2220.84,0.042294,AUD0111,HubSpot
CAM0255,18-04-2024,14243,11975,5697,47.57,1753,792,6.61,14.64,2268,15.9236,274,2.2881,46,0.3841,315,2.6305,5940.5,0.496075,AUD0114,Klaviyo
CAM0238,03-10-2024,30375,24902,13578,54.53,332,283,1.14,1.33,5473,18.0181,599,2.4054,92,0.3694,124,0.498,369.07,0.014821,AUD0103,Sendgrid
CAM0017,22-06-2024,24941,23115,5203,22.51,2904,1198,5.18,12.56,1826,7.3213,568,2.4573,56,0.2423,776,3.3571,11709.25,0.506565,AUD0136,Salesforce
CAM0288,04-08-2024,21773,21566,2760,12.8,5288,1868,8.66,24.52,207,0.9507,201,0.932,172,0.7976,154,0.7141,3057.34,0.141767,AUD0031,Klaviyo
CAM0284,25-12-2024,1811,1758,665,37.83,100,60,3.41,5.69,53,2.9266,40,2.2753,14,0.7964,12,0.6826,60.9,0.034642,AUD0139,Mailchimp
CAM0072,05-09-2024,76526,62235,29210,46.94,9734,3624,5.82,15.64,14291,18.6747,954,1.5329,525,0.8436,2202,3.5382,21565.33,0.346515,AUD0242,Sendgrid
CAM0232,28-12-2024,32469,28665,12221,42.63,3864,1977,6.9,13.48,3804,11.7158,693,2.4176,367,1.2803,879,3.0665,3966.64,0.138379,AUD0012,Klaviyo
CAM0238,03-08-2024,70116,55373,11577,20.91,8135,4782,8.64,14.69,14743,21.0266,947,1.7102,710,1.2822,279,0.5039,2443.3,0.044124,AUD0143,Sendgrid
CAM0114,02-03-2024,111476,99851,31164,31.21,12249,4687,4.69,12.27,11625,10.4283,1323,1.325,1042,1.0436,2876,2.8803,4655.52,0.046625,AUD0008,Klaviyo
CAM0023,19-06-2024,80534,64229,9162,14.26,2556,1478,2.3,3.98,16305,20.2461,753,1.1724,248,0.3861,1750,2.7246,23323.14,0.363125,AUD0217,HubSpot
CAM0275,29-03-2024,40556,33469,10480,31.31,5809,2916,8.71,17.36,7087,17.4746,933,2.7877,11,0.0329,1319,3.941,11473.95,0.342823,AUD0148,Klaviyo
CAM0129,08-10-2024,112874,98901,37491,37.91,1294,740,0.75,1.31,13973,12.3793,1953,1.9747,1091,1.1031,391,0.3953,6989.27,0.070669,AUD0047,Salesforce
CAM0150,30-01-2024,39245,36113,18367,50.86,1755,1606,4.45,4.86,3132,7.9806,340,0.9415,152,0.4209,180,0.4984,3480.56,0.09638,AUD0100,HubSpot
CAM0159,01-10-2024,15046,12614,3340,26.48,1622,602,4.77,12.86,2432,16.1638,357,2.8302,11,0.0872,557,4.4157,11096.79,0.87972,AUD0250,Mailchimp
CAM0056,10-09-2024,98786,77441,9640,12.45,4845,3098,4,6.26,21345,21.6073,1449,1.8711,49,0.0633,3130,4.0418,39462.26,0.509578,AUD0189,HubSpot
CAM0151,04-12-2024,82156,79591,19640,24.68,8267,6539,8.22,10.39,2565,3.1221,954,1.1986,754,0.9473,2486,3.1235,47285.37,0.594104,AUD0178,Sendgrid
CAM0037,06-02-2024,9252,9074,3319,36.58,870,353,3.89,9.59,178,1.9239,194,2.138,89,0.9808,43,0.4739,720.34,0.079385,AUD0221,Salesforce
CAM0014,03-06-2024,27369,22586,11532,51.06,4688,1593,7.05,20.76,4783,17.476,13,0.0576,306,1.3548,610,2.7008,12196.28,0.539993,AUD0166,HubSpot
CAM0030,18-04-2024,118267,100930,19401,19.22,1137,599,0.59,1.13,17337,14.6592,1451,1.4376,1113,1.1027,2173,2.153,27571.1,0.273171,AUD0073,Sendgrid
CAM0300,20-05-2024,9865,8701,3283,37.73,1654,599,6.88,19.01,1164,11.7993,132,1.5171,123,1.4136,47,0.5402,931.73,0.107083,AUD0185,Salesforce
CAM0237,12-10-2024,21155,19845,8244,41.54,1630,903,4.55,8.21,1310,6.1924,147,0.7407,275,1.3857,131,0.6601,1445.71,0.07285,AUD0248,Mailchimp
CAM0127,21-11-2024,103779,95143,46095,48.45,12125,4409,4.63,12.74,8636,8.3215,789,0.8293,254,0.267,672,0.7063,8199.27,0.086178,AUD0079,HubSpot
CAM0089,08-04-2024,13997,13337,3046,22.84,1030,943,7.07,7.72,660,4.7153,384,2.8792,121,0.9073,63,0.4724,157.56,0.011814,AUD0025,Mailchimp
CAM0098,27-01-2024,23757,19674,6645,33.78,3676,1557,7.91,18.68,4083,17.1865,158,0.8031,83,0.4219,410,2.084,8150.03,0.414254,AUD0142,Sendgrid
CAM0222,30-01-2024,18989,18873,7264,38.49,2288,792,4.2,12.12,116,0.6109,247,1.3087,95,0.5034,775,4.1064,10763.65,0.57032,AUD0136,Mailchimp
CAM0255,21-06-2024,105726,86412,34205,39.58,3903,3258,3.77,4.52,19314,18.268,1589,1.8389,457,0.5289,2985,3.4544,32351.93,0.374392,AUD0008,Klaviyo
CAM0162,06-02-2024,63461,58025,8924,15.38,1366,584,1.01,2.35,5436,8.5659,65,0.112,60,0.1034,230,0.3964,3927.1,0.067679,AUD0064,Klaviyo
CAM0167,08-08-2024,40853,39110,14914,38.13,2083,720,1.84,5.33,1743,4.2665,573,1.4651,138,0.3529,263,0.6725,2348.02,0.060036,AUD0219,Klaviyo
CAM0279,08-07-2024,23514,22172,4987,22.49,1479,703,3.17,6.67,1342,5.7072,70,0.3157,127,0.5728,744,3.3556,5485.46,0.247405,AUD0132,Mailchimp
CAM0103,15-05-2024,80558,73455,10382,14.13,11178,5212,7.1,15.22,7103,8.8172,687,0.9353,993,1.3518,1400,1.9059,2561.08,0.034866,AUD0080,Sendgrid
CAM0135,17-03-2024,14521,13019,4787,36.77,3635,1293,9.93,27.92,1502,10.3436,107,0.8219,178,1.3672,73,0.5607,173,0.013288,AUD0047,Salesforce
CAM0024,29-12-2024,11262,10366,977,9.43,346,237,2.29,3.34,896,7.956,253,2.4407,116,1.119,203,1.9583,1556.01,0.150107,AUD0152,Sendgrid
CAM0270,30-05-2024,62893,54259,16535,30.47,5400,2501,4.61,9.95,8634,13.7281,273,0.5031,469,0.8644,2334,4.3016,38810.44,0.715281,AUD0031,Salesforce
CAM0246,26-10-2024,37044,34275,15592,45.49,3633,1334,3.89,10.6,2769,7.4749,771,2.2495,512,1.4938,1437,4.1926,15567.13,0.454183,AUD0187,Mailchimp
CAM0119,27-07-2024,807,696,227,32.61,56,35,5.03,8.05,111,13.7546,11,1.5805,8,1.1494,2,0.2874,10.5,0.015086,AUD0154,HubSpot
CAM0135,17-07-2024,107493,106519,18453,17.32,13086,5071,4.76,12.29,974,0.9061,2201,2.0663,136,0.1277,537,0.5041,2408.34,0.022609,AUD0005,Salesforce
CAM0101,15-01-2024,10280,8904,2368,26.59,1406,847,9.51,15.79,1376,13.3852,56,0.6289,57,0.6402,308,3.4591,1029.01,0.115567,AUD0022,Salesforce
CAM0141,08-12-2024,113472,109047,44656,40.95,18147,7543,6.92,16.64,4425,3.8996,846,0.7758,767,0.7034,520,0.4769,5921.68,0.054304,AUD0138,HubSpot
CAM0147,14-07-2024,60972,57551,19190,33.34,12648,5126,8.91,21.98,3421,5.6108,1522,2.6446,457,0.7941,388,0.6742,6705.41,0.116512,AUD0151,HubSpot
CAM0217,11-05-2024,10888,10368,5439,52.46,1892,1004,9.68,18.25,520,4.7759,160,1.5432,75,0.7234,325,3.1346,3574.45,0.344758,AUD0070,Sendgrid
CAM0146,16-02-2024,81315,64884,15129,23.32,7362,3055,4.71,11.35,16431,20.2066,1672,2.5769,166,0.2558,1828,2.8173,23029.81,0.354938,AUD0184,Klaviyo
CAM0075,06-02-2024,25462,21576,11092,51.41,1703,685,3.17,7.89,3886,15.262,320,1.4831,26,0.1205,687,3.1841,2228.73,0.103297,AUD0036,Salesforce
CAM0028,16-07-2024,37942,29759,3579,12.03,5148,2681,9.01,17.3,8183,21.5671,104,0.3495,33,0.1109,168,0.5645,2719.46,0.091383,AUD0111,Mailchimp
CAM0273,24-09-2024,33183,31495,6589,20.92,926,325,1.03,2.94,1688,5.0869,408,1.2954,208,0.6604,225,0.7144,1389.73,0.044125,AUD0106,Mailchimp
CAM0208,14-11-2024,52359,43339,11526,26.59,736,340,0.78,1.7,9020,17.2272,494,1.1399,587,1.3544,259,0.5976,282.79,0.006525,AUD0127,HubSpot
CAM0272,24-03-2024,2364,2209,763,34.54,165,88,3.98,7.47,155,6.5567,15,0.679,29,1.3128,88,3.9837,862.79,0.390579,AUD0168,Salesforce
CAM0300,30-09-2024,91517,72294,31999,44.26,1890,812,1.12,2.61,19223,21.0048,1019,1.4095,618,0.8548,246,0.3403,4685.37,0.06481,AUD0233,Salesforce
CAM0117,20-11-2024,24057,20910,1974,9.44,1608,1097,5.25,7.69,3147,13.0814,124,0.593,34,0.1626,903,4.3185,18028.76,0.862208,AUD0088,HubSpot
CAM0199,10-03-2024,29683,24512,4676,19.08,4049,2064,8.42,16.52,5171,17.4207,470,1.9174,18,0.0734,998,4.0715,17522.54,0.714856,AUD0068,Salesforce
CAM0082,22-05-2024,6903,6364,3633,57.09,681,373,5.86,10.7,539,7.8082,17,0.2671,76,1.1942,34,0.5343,582.43,0.091519,AUD0234,Sendgrid
CAM0221,08-11-2024,5719,5628,2432,43.21,495,167,2.97,8.8,91,1.5912,71,1.2615,18,0.3198,159,2.8252,916.4,0.162829,AUD0121,HubSpot
CAM0278,27-03-2024,91262,82830,46533,56.18,2352,831,1,2.84,8432,9.2393,806,0.9731,113,0.1364,3615,4.3644,19398.99,0.234202,AUD0127,Sendgrid
CAM0049,20-06-2024,5929,5688,2906,51.09,194,73,1.28,3.41,241,4.0648,122,2.1449,3,0.0527,37,0.6505,708.87,0.124626,AUD0145,Klaviyo
CAM0267,14-04-2024,6053,4789,2609,54.48,1032,363,7.58,21.55,1264,20.8822,102,2.1299,41,0.8561,128,2.6728,2477.65,0.517363,AUD0027,HubSpot
CAM0190,10-03-2024,117712,116164,58384,50.26,13480,5066,4.36,11.6,1548,1.3151,575,0.495,714,0.6146,4538,3.9065,72958.93,0.628068,AUD0083,Salesforce
CAM0053,22-11-2024,780,742,437,58.89,74,38,5.12,9.97,38,4.8718,9,1.2129,0,0,19,2.5606,347.68,0.468571,AUD0154,Salesforce
CAM0104,16-05-2024,22276,19176,4693,24.47,1960,733,3.82,10.22,3100,13.9163,105,0.5476,90,0.4693,792,4.1302,12088.99,0.630423,AUD0158,HubSpot
CAM0233,17-12-2024,51197,46435,10076,21.7,7047,3523,7.59,15.18,4762,9.3013,1060,2.2828,544,1.1715,298,0.6418,2110.27,0.045446,AUD0028,Sendgrid
CAM0154,18-02-2024,34297,33239,15427,46.41,1708,669,2.01,5.14,1058,3.0848,123,0.37,60,0.1805,1102,3.3154,18329.65,0.55145,AUD0138,HubSpot
CAM0273,02-01-2024,13231,11408,3102,27.19,1907,659,5.78,16.72,1823,13.7782,196,1.7181,115,1.0081,78,0.6837,577.62,0.050633,AUD0246,Mailchimp
CAM0242,31-05-2024,64739,51081,8612,16.86,5539,2642,5.17,10.84,13658,21.097,1306,2.5567,253,0.4953,983,1.9244,5682.94,0.111253,AUD0111,Sendgrid
CAM0166,19-10-2024,19485,15581,3669,23.55,3822,1533,9.84,24.53,3904,20.0359,294,1.8869,216,1.3863,100,0.6418,1510,0.096913,AUD0223,Klaviyo
CAM0235,07-04-2024,65208,61951,5561,8.98,8351,3480,5.62,13.48,3257,4.9948,1580,2.5504,66,0.1065,414,0.6683,2042.24,0.032965,AUD0248,Mailchimp
CAM0039,03-09-2024,67582,62273,36698,58.93,10070,5529,8.88,16.17,5309,7.8556,494,0.7933,579,0.9298,465,0.7467,622.41,0.009995,AUD0214,Salesforce
CAM0062,17-11-2024,2842,2372,696,29.34,277,138,5.82,11.68,470,16.5376,21,0.8853,31,1.3069,17,0.7167,156.11,0.065814,AUD0074,HubSpot
CAM0229,15-01-2024,13022,12003,1450,12.08,875,805,6.71,7.29,1019,7.8252,195,1.6246,162,1.3497,287,2.3911,2157.94,0.179783,AUD0084,Klaviyo
CAM0022,11-04-2024,31459,25580,14441,56.45,3626,1576,6.16,14.18,5879,18.6878,365,1.4269,159,0.6216,532,2.0797,757.43,0.02961,AUD0223,Klaviyo
CAM0163,27-09-2024,757,610,194,31.8,7,7,1.15,1.15,147,19.4188,14,2.2951,3,0.4918,2,0.3279,33.44,0.05482,AUD0154,Klaviyo
CAM0018,23-02-2024,60420,51646,29954,58,7762,3743,7.25,15.03,8774,14.5217,34,0.0658,697,1.3496,2202,4.2636,24871.9,0.481584,AUD0210,Mailchimp
CAM0132,03-02-2024,23964,21303,12492,58.64,1573,840,3.94,7.38,2661,11.1042,343,1.6101,137,0.6431,110,0.5164,1769.17,0.083048,AUD0043,Mailchimp
CAM0264,15-05-2024,57315,49978,7408,14.82,1687,688,1.38,3.38,7337,12.8012,1202,2.4051,136,0.2721,320,0.6403,2028.21,0.040582,AUD0246,Klaviyo
CAM0177,05-11-2024,1461,1220,104,8.52,204,79,6.48,16.72,241,16.4956,4,0.3279,3,0.2459,8,0.6557,120.27,0.098582,AUD0208,Salesforce
CAM0199,14-04-2024,20886,18470,3610,19.55,2216,834,4.52,12,2416,11.5676,505,2.7342,79,0.4277,675,3.6546,12121.98,0.656306,AUD0164,Salesforce
CAM0082,31-03-2024,22712,20529,3463,16.87,2713,1605,7.82,13.22,2183,9.6117,363,1.7682,83,0.4043,88,0.4287,842.5,0.04104,AUD0221,Sendgrid
CAM0230,05-08-2024,51759,46947,24442,52.06,9656,4645,9.89,20.57,4812,9.2969,148,0.3152,474,1.0096,1054,2.2451,16051.54,0.341908,AUD0248,Sendgrid
CAM0183,20-03-2024,17415,13811,2657,19.24,200,195,1.41,1.45,3604,20.6948,234,1.6943,9,0.0652,381,2.7587,6310.94,0.45695,AUD0246,Klaviyo
CAM0256,19-07-2024,5544,5268,2749,52.18,620,464,8.81,11.77,276,4.9784,9,0.1708,51,0.9681,32,0.6074,301.59,0.057249,AUD0083,Sendgrid
CAM0161,20-04-2024,7921,7713,4335,56.2,1362,492,6.38,17.66,208,2.6259,145,1.8799,37,0.4797,220,2.8523,3966.76,0.514295,AUD0094,Salesforce
CAM0226,22-08-2024,99233,79042,35311,44.67,3290,1534,1.94,4.16,20191,20.3471,2082,2.634,1148,1.4524,2578,3.2616,21224.85,0.268526,AUD0054,Salesforce
CAM0240,27-06-2024,25778,22244,13194,59.31,672,391,1.76,3.02,3534,13.7094,654,2.9401,126,0.5664,693,3.1154,12861.74,0.578212,AUD0175,Salesforce
CAM0091,07-08-2024,53543,42461,6668,15.7,2371,1528,3.6,5.58,11082,20.6974,78,0.1837,351,0.8266,1847,4.3499,1630.15,0.038392,AUD0041,HubSpot
CAM0239,02-09-2024,81036,67881,27051,39.85,11294,3945,5.81,16.64,13155,16.2335,1674,2.4661,838,1.2345,2882,4.2457,49889.79,0.73496,AUD0029,HubSpot
CAM0152,10-07-2024,33138,32340,16330,50.49,2530,1807,5.59,7.82,798,2.4081,864,2.6716,433,1.3389,206,0.637,4048.66,0.12519,AUD0209,Salesforce
CAM0027,19-01-2024,646,564,139,24.65,28,18,3.19,4.96,82,12.6935,16,2.8369,8,1.4184,23,4.078,350.23,0.620975,AUD0244,Sendgrid
CAM0252,13-01-2024,30835,30380,14380,47.33,1067,950,3.13,3.51,455,1.4756,643,2.1165,144,0.474,1080,3.555,9260.71,0.304829,AUD0103,Mailchimp
CAM0101,03-08-2024,93419,83585,36951,44.21,15894,7975,9.54,19.02,9834,10.5268,135,0.1615,351,0.4199,3450,4.1275,47690.08,0.570558,AUD0016,Salesforce
CAM0299,26-07-2024,31322,26942,13318,49.43,1669,863,3.2,6.19,4380,13.9838,498,1.8484,23,0.0854,1088,4.0383,7224.52,0.268151,AUD0050,HubSpot
CAM0009,09-10-2024,73172,69996,7699,11,4352,3474,4.96,6.22,3176,4.3405,1387,1.9815,608,0.8686,1561,2.2301,14644.02,0.209212,AUD0065,Sendgrid
CAM0018,14-04-2024,17728,15231,9121,59.88,236,82,0.54,1.55,2497,14.0851,29,0.1904,210,1.3788,601,3.9459,10814.13,0.710008,AUD0011,Mailchimp
CAM0285,04-10-2024,16001,15559,5657,36.36,4198,1483,9.53,26.98,442,2.7623,158,1.0155,113,0.7263,109,0.7006,1134.13,0.072892,AUD0028,HubSpot
CAM0068,09-04-2024,500,448,77,17.19,26,15,3.35,5.8,52,10.4,6,1.3393,3,0.6696,2,0.4464,18.33,0.040915,AUD0110,Salesforce
CAM0282,28-04-2024,45650,38696,6793,17.55,1990,1555,4.02,5.14,6954,15.2333,631,1.6307,45,0.1163,262,0.6771,4720.74,0.121996,AUD0162,HubSpot
CAM0132,15-02-2024,8172,6705,1083,16.15,391,331,4.94,5.83,1467,17.9515,89,1.3274,51,0.7606,40,0.5966,784.63,0.117022,AUD0201,Mailchimp
CAM0242,10-09-2024,45788,35847,9605,26.79,2425,888,2.48,6.76,9941,21.7109,806,2.2484,67,0.1869,1158,3.2304,6613.39,0.184489,AUD0112,Sendgrid
CAM0241,17-05-2024,8903,6991,3280,46.92,698,580,8.3,9.98,1912,21.4759,8,0.1144,74,1.0585,281,4.0195,2839.78,0.406205,AUD0072,Klaviyo
CAM0144,14-09-2024,21207,20759,12212,58.83,2713,1553,7.48,13.07,448,2.1125,213,1.0261,181,0.8719,147,0.7081,683.61,0.032931,AUD0164,Salesforce
CAM0074,19-12-2024,105648,99933,32564,32.59,9224,7146,7.15,9.23,5715,5.4095,2332,2.3336,846,0.8466,4209,4.2118,50029.67,0.500632,AUD0079,Salesforce
CAM0151,20-08-2024,59229,49078,15805,32.2,3357,3097,6.31,6.84,10151,17.1386,1379,2.8098,498,1.0147,1119,2.28,5003.35,0.101947,AUD0098,Sendgrid
CAM0170,18-03-2024,3674,3162,337,10.66,253,139,4.4,8,512,13.9358,5,0.1581,4,0.1265,82,2.5933,1341.01,0.424102,AUD0173,Mailchimp
CAM0236,07-04-2024,8567,7057,1317,18.66,1341,601,8.52,19,1510,17.6258,32,0.4535,33,0.4676,315,4.4637,584.52,0.082828,AUD0033,Sendgrid
CAM0193,05-10-2024,29575,28750,8121,28.25,1280,928,3.23,4.45,825,2.7895,266,0.9252,417,1.4504,789,2.7443,11061.91,0.384762,AUD0243,HubSpot
CAM0135,10-03-2024,1188,1094,600,54.84,252,106,9.69,23.03,94,7.9125,19,1.7367,13,1.1883,5,0.457,43.52,0.039781,AUD0002,Salesforce
CAM0295,07-02-2024,15880,13643,6441,47.21,2459,824,6.04,18.02,2237,14.0869,375,2.7487,78,0.5717,331,2.4262,4380.85,0.321106,AUD0039,HubSpot
CAM0144,04-07-2024,7564,6768,2714,40.1,1118,406,6,16.52,796,10.5235,159,2.3493,24,0.3546,40,0.591,56.17,0.008299,AUD0122,Salesforce
CAM0267,14-09-2024,26514,20725,3335,16.09,2558,1727,8.33,12.34,5789,21.8337,146,0.7045,162,0.7817,726,3.503,3751.01,0.18099,AUD0007,HubSpot
CAM0027,21-03-2024,22173,20012,1643,8.21,396,376,1.88,1.98,2161,9.7461,438,2.1887,198,0.9894,628,3.1381,3479.66,0.173879,AUD0049,Sendgrid
CAM0288,14-01-2024,3678,3484,722,20.72,830,293,8.41,23.82,194,5.2746,97,2.7842,22,0.6315,15,0.4305,19.23,0.00552,AUD0103,Klaviyo
CAM0205,10-10-2024,33244,30592,8630,28.21,4431,2298,7.51,14.48,2652,7.9774,445,1.4546,233,0.7616,149,0.4871,1314.05,0.042954,AUD0006,Sendgrid
CAM0098,09-08-2024,14043,12473,3312,26.55,2388,1212,9.72,19.15,1570,11.1799,201,1.6115,157,1.2587,485,3.8884,9473.98,0.759559,AUD0087,Sendgrid
CAM0028,22-06-2024,19798,16299,8787,53.91,284,148,0.91,1.74,3499,17.6735,53,0.3252,195,1.1964,91,0.5583,346.68,0.02127,AUD0047,Mailchimp
CAM0243,19-08-2024,61335,54434,22212,40.81,3218,2685,4.93,5.91,6901,11.2513,1139,2.0924,326,0.5989,188,0.3454,2159.58,0.039673,AUD0231,Mailchimp
CAM0074,08-12-2024,54767,52603,15252,28.99,8608,2898,5.51,16.36,2164,3.9513,296,0.5627,513,0.9752,1043,1.9828,9137.26,0.173702,AUD0099,Salesforce
CAM0273,03-08-2024,51252,40100,11098,27.68,6414,3568,8.9,16,11152,21.7592,957,2.3865,410,1.0224,214,0.5337,3759.39,0.09375,AUD0135,Mailchimp
CAM0177,17-10-2024,21422,18949,1978,10.44,1861,1403,7.4,9.82,2473,11.5442,105,0.5541,191,1.008,89,0.4697,918.46,0.04847,AUD0195,Salesforce
CAM0165,22-03-2024,2022,1760,851,48.35,267,122,6.93,15.17,262,12.9575,9,0.5114,7,0.3977,63,3.5795,780.45,0.443438,AUD0009,Sendgrid
CAM0136,19-02-2024,15453,15353,4763,31.02,425,393,2.56,2.77,100,0.6471,35,0.228,50,0.3257,84,0.5471,49.18,0.003203,AUD0019,Salesforce
CAM0195,12-07-2024,72074,70382,18284,25.98,7880,5202,7.39,11.2,1692,2.3476,1137,1.6155,485,0.6891,2356,3.3474,44552.9,0.633016,AUD0070,Sendgrid
CAM0202,05-09-2024,18307,17811,6370,35.76,758,414,2.32,4.26,496,2.7093,427,2.3974,144,0.8085,762,4.2783,7184.48,0.403373,AUD0038,Salesforce
CAM0192,15-12-2024,96999,88889,24994,28.12,2849,1988,2.24,3.21,8110,8.3609,1801,2.0261,676,0.7605,1670,1.8787,23735.77,0.267027,AUD0028,Sendgrid
CAM0123,18-05-2024,98501,92229,21653,23.48,7446,3266,3.54,8.07,6272,6.3674,2451,2.6575,664,0.7199,560,0.6072,2710.47,0.029388,AUD0079,Salesforce
CAM0133,03-09-2024,1296,1158,529,45.68,14,6,0.52,1.21,138,10.6481,15,1.2953,3,0.2591,8,0.6908,125.05,0.107988,AUD0136,HubSpot
CAM0107,04-02-2024,12067,11804,2424,20.54,326,178,1.51,2.76,263,2.1795,311,2.6347,93,0.7879,370,3.1345,2258.09,0.191299,AUD0082,Sendgrid
CAM0278,18-07-2024,5762,4907,2828,57.63,728,251,5.12,14.84,855,14.8386,16,0.3261,46,0.9374,146,2.9753,2106.91,0.429368,AUD0179,Sendgrid
CAM0127,19-01-2024,19092,18251,10695,58.6,582,298,1.63,3.19,841,4.405,191,1.0465,268,1.4684,76,0.4164,918.61,0.050332,AUD0100,HubSpot
CAM0157,02-08-2024,18558,18327,3868,21.11,529,433,2.36,2.89,231,1.2447,536,2.9246,45,0.2455,441,2.4063,7162.02,0.390791,AUD0171,HubSpot
CAM0031,23-03-2024,46618,42869,17176,40.07,2383,1877,4.38,5.56,3749,8.042,689,1.6072,531,1.2387,1838,4.2875,16708.08,0.389747,AUD0205,HubSpot
CAM0064,28-06-2024,18472,17247,4975,28.85,3930,1555,9.02,22.79,1225,6.6317,177,1.0263,117,0.6784,499,2.8933,4007.37,0.232352,AUD0144,Sendgrid
CAM0268,09-02-2024,15815,14375,6367,44.29,1255,769,5.35,8.73,1440,9.1053,188,1.3078,136,0.9461,381,2.6504,2743.3,0.190838,AUD0098,Sendgrid
CAM0261,18-08-2024,10353,8408,2133,25.37,1210,671,7.98,14.39,1945,18.7868,47,0.559,23,0.2735,48,0.5709,954.36,0.113506,AUD0087,Mailchimp
CAM0004,16-10-2024,11117,8994,4080,45.36,691,448,4.98,7.68,2123,19.0969,119,1.3231,4,0.0445,39,0.4336,607.76,0.067574,AUD0186,Mailchimp
CAM0097,15-01-2024,7329,6075,1002,16.49,1267,444,7.31,20.86,1254,17.1101,102,1.679,61,1.0041,195,3.2099,3858.26,0.635105,AUD0142,Mailchimp
